"GEO_ID","NAME","P9_001N","P9_002N","P9_003N","P9_004N","P9_005N","P9_006N","P9_007N","P9_008N","P9_009N","P9_010N","P9_011N","P9_012N","P9_013N","P9_014N","P9_015N","P9_016N","P9_017N","P9_018N","P9_019N","P9_020N","P9_021N","P9_022N","P9_023N","P9_024N","P9_025N","P9_026N","P9_027N","P9_028N","P9_029N","P9_030N","P9_031N","P9_032N","P9_033N","P9_034N","P9_035N","P9_036N","P9_037N","P9_038N","P9_039N","P9_040N","P9_041N","P9_042N","P9_043N","P9_044N","P9_045N","P9_046N","P9_047N","P9_048N","P9_049N","P9_050N","P9_051N","P9_052N","P9_053N","P9_054N","P9_055N","P9_056N","P9_057N","P9_058N","P9_059N","P9_060N","P9_061N","P9_062N","P9_063N","P9_064N","P9_065N","P9_066N","P9_067N","P9_068N","P9_069N","P9_070N","P9_071N","P9_072N","P9_073N",
"1600000US0645680","March ARB CDP, California","809","188","621","598","408","120","2","54","4","10","23","18","5","4","5","0","0","2","0","0","0","0","0","0","2","0","0","5","0","0","0","3","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0645736","Maricopa city, California","1026","303","723","674","626","13","27","6","2","0","49","49","0","37","0","2","7","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0645778","Marina city, California","22359","7204","15155","13367","7336","1273","66","4092","458","142","1788","1575","202","200","676","84","109","13","108","18","11","6","1","0","112","18","17","193","23","59","8","3","23","2","0","57","0","0","14","0","0","0","0","0","3","0","0","1","19","10","0","1","5","0","0","1","0","0","0","0","0","0","2","0","1","1","0","0","0","0","0","0","0",
"1600000US0645806","Marina del Rey CDP, California","11373","1121","10252","9615","8099","503","10","841","17","145","637","580","110","55","200","8","161","10","12","0","11","0","0","2","5","3","3","54","12","13","0","6","5","0","3","7","6","0","0","0","2","0","0","0","0","0","0","0","3","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0645820","Marin City CDP, California","2993","522","2471","2256","1017","794","1","404","13","27","215","200","50","22","40","3","27","22","11","9","2","0","0","0","5","9","0","9","8","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",
"1600000US0645932","Mariposa CDP, California","1526","208","1318","1211","1123","9","42","27","0","10","107","100","4","64","8","2","19","1","0","1","0","0","0","0","1","0","0","6","3","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0645988","Markleeville CDP, California","191","9","182","175","168","2","0","3","0","2","7","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0646100","Martell CDP, California","207","31","176","166","145","3","4","5","0","9","10","6","2","0","1","0","3","0","0","0","0","0","0","0","0","0","0","4","0","0","0","1","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0646114","Martinez city, California","37287","6670","30617","27997","22558","1314","92","3746","106","181","2620","2423","324","508","982","52","352","16","60","6","14","8","1","4","83","11","2","187","44","39","5","6","28","1","0","54","1","2","0","0","0","4","1","0","1","0","0","1","9","3","0","1","2","0","0","2","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0",
"1600000US0646170","Marysville city, California","12844","3771","9073","8127","6724","586","198","514","54","51","946","868","143","368","137","20","121","31","7","2","6","6","4","1","18","4","0","76","43","7","1","2","6","1","0","12","3","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0",
"1600000US0646223","Matheny CDP, California","1125","916","209","194","164","7","9","6","1","7","15","11","2","7","0","0","1","1","0","0","0","0","0","0","0","0","0","3","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0646226","Mather CDP, California","4698","937","3761","3353","2214","356","24","673","44","42","408","366","62","74","114","14","47","1","15","4","0","4","0","0","18","6","7","40","6","18","0","0","11","0","0","2","2","0","1","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0646338","Maxwell CDP, California","1067","654","413","393","370","4","9","5","3","2","20","19","0","5","1","0","10","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0646400","Mayfair CDP, California","4831","3361","1470","1357","699","167","17","454","0","20","113","108","36","28","22","3","6","0","0","0","2","3","0","0","8","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0646436","Mayflower Village CDP, California","5402","1507","3895","3692","1469","63","9","2127","1","23","203","184","22","21","76","2","24","0","8","0","4","2","0","0","25","0","0","16","5","3","0","0","2","1","0","3","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0",
"1600000US0646492","Maywood city, California","25138","24400","738","643","361","106","29","80","1","66","95","70","10","8","5","5","14","5","1","0","12","2","0","0","5","3","0","20","1","1","0","8","3","0","1","2","1","0","0","0","1","1","1","0","0","0","0","0","4","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",
"1600000US0646520","Meadowbrook CDP, California","3142","1984","1158","1072","907","73","20","56","5","11","86","73","13","21","13","4","12","0","2","1","0","1","0","0","5","1","0","13","6","0","2","0","0","0","0","0","1","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0646618","Meadow Valley CDP, California","453","29","424","402","382","4","8","5","0","3","22","22","0","10","6","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0646632","Meadow Vista CDP, California","3263","272","2991","2841","2776","3","12","22","2","26","150","142","11","58","16","3","48","0","0","0","1","1","0","0","3","1","0","5","2","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","3","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0646646","Mead Valley CDP, California","19819","15607","4212","3872","2553","891","82","266","19","61","340","302","56","82","35","20","46","24","13","3","7","1","0","0","14","1","0","35","16","6","0","2","0","2","0","3","2","0","0","1","1","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0",
"1600000US0646660","Mecca CDP, California","8219","8053","166","144","57","35","6","11","2","33","22","15","4","0","0","1","3","2","4","0","0","0","0","1","0","0","0","7","0","1","0","0","1","0","0","3","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0646702","Meiners Oaks CDP, California","3911","1163","2748","2555","2428","19","23","59","8","18","193","181","14","60","50","4","47","0","1","1","0","0","1","0","2","0","1","12","1","0","0","0","6","0","0","1","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0646814","Mendocino CDP, California","932","73","859","807","782","4","2","8","0","11","52","48","5","13","5","1","24","0","0","0","0","0","0","0","0","0","0","4","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0646828","Mendota city, California","12595","12169","426","380","297","6","22","15","1","39","46","45","6","5","15","2","4","4","4","0","0","4","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0646842","Menifee city, California","102527","38749","63778","59123","44973","6482","390","6292","438","548","4655","4253","780","914","1233","173","594","82","187","28","85","8","3","1","144","21","0","356","125","51","11","19","33","6","4","96","2","0","3","0","2","0","4","0","0","0","0","0","43","13","9","11","6","2","0","1","0","0","0","0","1","0","0","0","3","1","2","0","0","0","0","0","0",
"1600000US0646870","Menlo Park city, California","33780","5989","27791","25886","18575","1001","26","5764","364","156","1905","1793","139","159","1050","25","294","18","20","8","15","5","2","2","33","15","8","102","23","23","2","8","20","0","1","16","8","0","0","0","0","0","0","0","0","0","0","1","9","3","0","2","0","0","0","3","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0",
"1600000US0646884","Mentone CDP, California","9557","3983","5574","5087","4119","399","37","472","35","25","487","432","68","80","155","21","77","8","9","0","2","1","0","0","11","0","0","49","14","8","0","4","5","0","0","15","2","0","0","0","0","0","1","0","0","0","0","0","6","2","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0646898","Merced city, California","86333","48617","37716","34806","20386","4191","393","9234","158","444","2910","2675","648","702","619","58","330","69","103","7","23","15","1","6","69","19","6","212","90","42","4","6","15","4","8","24","3","2","10","0","1","3","0","0","0","0","0","0","21","1","6","4","2","3","0","2","2","0","1","0","0","0","0","0","2","1","1","0","0","0","0","0","0",
"1600000US0646926","Meridian CDP, California","304","64","240","220","210","0","9","0","0","1","20","18","0","14","0","0","3","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0647013","Mesa CDP, California","275","31","244","224","220","0","2","2","0","0","20","20","0","2","4","1","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0647066","Mesa Verde CDP, California","766","540","226","212","184","22","1","4","1","0","14","12","5","6","0","0","1","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0647086","Mesa Vista CDP, California","217","18","199","173","171","1","1","0","0","0","26","22","0","3","3","1","14","0","0","0","0","0","0","0","0","1","0","4","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0647164","Mettler CDP, California","90","64","26","22","21","0","1","0","0","0","4","4","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0647192","Mexican Colony CDP, California","283","261","22","20","18","1","0","0","0","1","2","2","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0647206","Meyers CDP, California","2163","238","1925","1805","1742","14","4","29","0","16","120","113","8","22","27","0","50","0","0","0","0","0","0","0","5","1","0","7","1","1","0","0","0","1","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0647332","Middletown CDP, California","1114","387","727","682","659","2","7","9","1","4","45","44","5","22","3","0","12","0","1","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0647374","Midpines CDP, California","379","110","269","233","194","0","32","5","0","2","36","34","2","18","3","0","10","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0647430","Midway City CDP, California","8825","2803","6022","5843","1148","45","13","4597","16","24","179","161","8","33","63","6","22","0","8","0","0","0","0","0","18","3","0","18","3","3","0","0","3","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0647472","Milford CDP, California","147","3","144","133","119","1","4","4","0","5","11","11","0","6","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0647486","Millbrae city, California","23216","2621","20595","19597","6867","170","16","12155","216","173","998","954","48","64","605","17","121","1","17","2","7","10","8","2","30","13","9","43","10","10","0","0","7","0","0","10","3","0","1","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0647592","Millerton CDP, California","686","184","502","460","349","29","10","68","2","2","42","42","10","9","8","2","11","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0647710","Mill Valley city, California","14231","859","13372","12530","11439","122","18","846","10","95","842","813","87","76","420","14","200","4","4","0","1","0","0","1","1","5","0","27","5","3","0","1","2","0","3","13","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",
"1600000US0647724","Millville CDP, California","724","35","689","644","632","0","8","3","1","0","45","42","4","20","7","0","8","3","0","0","0","0","0","0","0","0","0","2","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0647766","Milpitas city, California","80273","10586","69687","67383","7795","1577","100","57260","319","332","2304","2074","209","153","1094","36","139","25","114","18","16","28","0","2","165","63","12","207","28","39","5","8","51","0","3","59","5","0","2","0","1","3","0","0","0","0","0","3","20","11","0","3","2","0","0","2","2","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0",
